ts,role,ip,f4,f5,f6,f7,mcs_dl,mcs_ul,snr_dl,snr_ul,rssi_c0p,rssi_c0e,rssi_c1p,rssi_c1e,dl_rate,ul_rate,sta_dl_rssi,sta_ul_rssi,res20,res21,res22,res23,res24
2026-02-28T00:00:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,21,22,	-80,	-82,	-92,	-95,154M,,-75,-76,,,,,
2026-02-28T00:00:01-05:00,SM,192.168.1.3,2,2,,,106,105,21,22,	-80,	-82,	-92,	-95,154M,,-75,-76,,,,,
2026-02-28T00:01:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,21,22,	-80,	-82,	-92,	-96,154M,,-75,-76,,,,,
2026-02-28T00:01:01-05:00,SM,192.168.1.3,2,2,,,106,105,21,22,	-80,	-82,	-92,	-96,154M,,-75,-76,,,,,
2026-02-28T00:02:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,22,	-80,	-82,	-93,	-95,137M,,-75,-76,,,,,
2026-02-28T00:02:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,22,	-80,	-82,	-93,	-95,137M,,-75,-76,,,,,
2026-02-28T00:03:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,22,	-80,	-82,	-93,	-95,137M,,-75,-76,,,,,
2026-02-28T00:03:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,22,	-80,	-82,	-93,	-95,137M,,-75,-76,,,,,
2026-02-28T00:04:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,23,	-80,	-82,	-91,	-95,137M,,-75,-75,,,,,
2026-02-28T00:04:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,23,	-80,	-82,	-91,	-95,137M,,-75,-75,,,,,
2026-02-28T00:05:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,22,	-80,	-82,	-92,	-95,137M,,-75,-76,,,,,
2026-02-28T00:05:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,22,	-80,	-82,	-92,	-95,137M,,-75,-76,,,,,
2026-02-28T00:06:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,22,	-80,	-81,	-93,	-94,137M,,-75,-76,,,,,
2026-02-28T00:06:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,22,	-80,	-81,	-93,	-94,137M,,-75,-76,,,,,
2026-02-28T00:07:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,21,23,	-79,	-82,	-94,	-95,154M,,-75,-75,,,,,
2026-02-28T00:07:01-05:00,SM,192.168.1.3,2,2,,,106,105,21,23,	-79,	-82,	-94,	-95,154M,,-75,-75,,,,,
2026-02-28T00:08:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,22,	-78,	-80,	-91,	-94,137M,,-75,-76,,,,,
2026-02-28T00:08:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,22,	-78,	-80,	-91,	-94,137M,,-75,-76,,,,,
2026-02-28T00:09:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,21,22,	-80,	-82,	-93,	-94,154M,,-75,-76,,,,,
2026-02-28T00:09:01-05:00,SM,192.168.1.3,2,2,,,106,105,21,22,	-80,	-82,	-93,	-94,154M,,-75,-76,,,,,
2026-02-28T00:10:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,21,23,	-80,	-82,	-93,	-96,77M,,-75,-75,,,,,
2026-02-28T00:10:01-05:00,SM,192.168.1.3,2,2,,,106,105,21,23,	-80,	-82,	-93,	-96,77M,,-75,-75,,,,,
2026-02-28T00:11:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,22,	-80,	-82,	-93,	-95,137M,,-75,-76,,,,,
2026-02-28T00:11:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,22,	-80,	-82,	-93,	-95,137M,,-75,-76,,,,,
2026-02-28T00:12:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,23,	-77,	-79,	-90,	-91,137M,,-75,-75,,,,,
2026-02-28T00:12:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,23,	-77,	-79,	-90,	-91,137M,,-75,-75,,,,,
2026-02-28T00:13:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,22,	-79,	-81,	-91,	-94,137M,,-75,-76,,,,,
2026-02-28T00:13:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,22,	-79,	-81,	-91,	-94,137M,,-75,-76,,,,,
2026-02-28T00:14:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,23,	-80,	-81,	-92,	-94,137M,,-75,-75,,,,,
2026-02-28T00:14:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,23,	-80,	-81,	-92,	-94,137M,,-75,-75,,,,,
2026-02-28T00:15:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,22,	-80,	-82,	-94,	-96,137M,,-75,-76,,,,,
2026-02-28T00:15:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,22,	-80,	-82,	-94,	-96,137M,,-75,-76,,,,,
2026-02-28T00:16:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,23,	-80,	-81,	-93,	-94,137M,,-75,-75,,,,,
2026-02-28T00:16:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,23,	-80,	-81,	-93,	-94,137M,,-75,-75,,,,,
2026-02-28T00:17:01-05:00,AP,192.168.1.2,0,137,2,2,106,105,21,23,	-79,	-82,	-91,	-95,154M,,-75,-75,,,,,
2026-02-28T00:17:01-05:00,SM,192.168.1.3,2,2,,,106,105,21,23,	-79,	-82,	-91,	-95,154M,,-75,-75,,,,,
2026-02-28T00:18:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,23,	-80,	-82,	-94,	-96,137M,,-75,-75,,,,,
2026-02-28T00:18:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,23,	-80,	-82,	-94,	-96,137M,,-75,-75,,,,,
2026-02-28T00:19:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,23,	-82,	-84,	-94,	-95,137M,,-75,-77,,,,,
2026-02-28T00:19:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,23,	-82,	-84,	-94,	-95,137M,,-75,-77,,,,,
2026-02-28T00:20:01-05:00,AP,192.168.1.2,0,137,2,2,105,105,21,23,	-80,	-82,	-91,	-96,137M,,-75,-75,,,,,
2026-02-28T00:20:01-05:00,SM,192.168.1.3,2,2,,,105,105,21,23,	-80,	-82,	-91,	-96,137M,,-75,-75,,,,,
